doi,title,abstract,keyword_count,key_group_count,keyword_repetition,unique_terms,term_frecuency,rank
/doi/10.1145/3610661.3617157,Multimodal Entrainment in Bio-ResponsiveMulti-UserVRInteractives,"We present our affective, bio-responsive virtual reality (VR) interactive framework that explores musical and visual forms of entrainment through amorphous nature-inspired phenomena that evolves and reacts to a tightly coupled real-virtual immersive space controlled through two users’ physiological data. Multiple layers of real-time sound and visuals inspired by nature phenomena are generated in 3D experiential VR space which is controlled through two users’ EEG, heart rate and gestures in real-time. In this paper, we present our system framework and setup and present our work-in-progress prototype.",4,2,4,"{'ar', 'vr', 'multi-user', 'virtual reality'}","{'vr': 1, 'virtual reality': 1, 'ar': 1, 'multi-user': 1}",
10.1016/j.compbiomed.2024.108947,FCSU-Net: A novel full-scale Cross-dimension Self-attention U-Net with collaborative fusion of multi-scale feature for medical image segmentation,"Recently, ViT and CNNs based on encoder–decoder architecture have become the dominant model in the field of medical image segmentation. However, there are some deficiencies for each of them: (1) It is difficult for CNNs to capture the interaction between two locations with consideration of the longer distance. (2) ViT cannot acquire the interaction of local context information and carries high computational complexity. To optimize the above deficiencies, we propose a new network for medical image segmentation, which is called FCSU-Net. FCSU-Net uses the proposed collaborative fusion of multi-scale feature block that enables the network to obtain more abundant and more accurate features. In addition, FCSU-Net fuses full-scale feature information through the FFF (Full-scale Feature Fusion) structure instead of simple skip connections, and establishes long-range dependencies on multiple dimensions through the CS (Cross-dimension Self-attention) mechanism. Meantime, every dimension is complementary to each other. Also, CS mechanism has the advantage of convolutions capturing local contextual weights. Finally, FCSU-Net is validated on several datasets, and the results show that FCSU-Net not only has a relatively small number of parameters, but also has a leading segmentation performance.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1007/s11423-023-10290-5,Making in virtual reality environments: a case study of K-12 teachers’ perceptions on the educational affordances of virtual reality for maker-centered learning,"AbstractThe emergence of immersive VR technology in K-12 educational spaces has created a need for research examining the affordances and constraints of this technology for student learning. The current study uses a case-study methodology to illustrate K-12 secondary science teachers’ perceived affordances and constraints of using immersive VR tools to develop maker-centered learning experiences which align with curricular goals following a professional development experience. Findings suggest teachers were able to design student-centered maker learning experiences using immersive VR devices that addressed K-12 science content. In addition, participants discovered ways to overcome reported challenges, and develop teaching artifacts as well. This study offers a model for teacher educators in this area, examples of curriculum aligned learning activities, and provides a foundation for future research on integration of VR in K-12 contexts.",3,1,3,"{'ar', 'vr', 'virtual reality'}","{'vr': 1, 'virtual reality': 1, 'ar': 1}",
10.1109/ISMAR-Adjunct.2017.72,[POSTER] CoVAR: Mixed-Platform Remote Collaborative Augmented and Virtual Realities System with Shared Collaboration Cues,"We present CoVAR, a novel Virtual Reality (VR) and Augmented Reality (AR) system for remote collaboration. It supports collaboration between AR and VR users by sharing a 3D reconstruction of the AR user's environment. To enhance this mixed platform collaboration, it provides natural inputs such as eye-gaze and hand gestures, remote embodiment through avatar's head and hands, and awareness cues of field-of-view and gaze cue. In this paper, we describe the system architecture, setup and calibration procedures, input methods and interaction, and collaboration enhancement features.",5,2,5,"{'virtual reality', 'vr', 'augmented reality', 'ar', 'collaborative'}","{'vr': 1, 'virtual reality': 1, 'augmented reality': 1, 'ar': 1, 'collaborative': 1}",
10.1109/TNSRE.2024.3392242,A Subject-Specific Attention Index Based on the Weighted Spectral Power,"As an essential cognitive function, attention has been widely studied and various indices based on EEG have been proposed for its convenience and easy availability for real-time attention monitoring. Although existing indices based on spectral power of empirical frequency bands are able to describe the attentional state in some way, the reliability still needs to be improved. This paper proposed a subject-specific attention index based on the weighted spectral power. Unlike traditional indices, the ranges of frequency bands are not empirical but obtained from subject-specific change patterns of spectral power of electroencephalograph (EEG) to overcome the great inter-subject variance. In addition, the contribution of each frequency component in the frequency band is considered different. Specifically, the ratio of power spectral density (PSD) function in attentional and inattentional state is utilized to calculate the weight to enhance the effectiveness of the proposed index. The proposed subject-specific attention index based on the weighted spectral power is evaluated on two open datasets including EEG data of a total of 44 subjects. The results of the proposed index are compared with 3 traditional attention indices using various statistical analysis methods including significance tests and distribution variance measurements. According to the experimental results, the proposed index can describe the attentional state more accurately. The proposed index respectively achieves accuracies of 86.21% and 70.00% at the 1% significance level in both the t-test and Wilcoxon rank-sum test for two datasets, which obtains improvements of 41.38% and 20.00% compared to the best result of the traditional indices. These results indicate that the proposed index provides an efficient way to measure attentional state.",1,1,1,{'ar'},{'ar': 1},
10.1016/j.conctc.2024.101395,Involving Youth with Intellectual and/or Developmental Disabilities as Collaborators in a Comparative Effectiveness Trial: A Community-Engaged Research Approach,"BackgroundPractices to include youth with intellectual and/or developmental disabilities (IDD) are necessary to design and implement research that specifically meets the behavioral health needs of this population. This article describes a protocol for engaging youth with IDD as collaborators in a comparative effectiveness clinical trial using a community-engaged research (CEnR) approach. MethodsOur engagement protocol, guided by the Community Engaged Research (CEnR) Framework, emphasized harm avoidance, accessibility, demonstrated value, capacity bridging and co-learning, shared power and equity in decision-making, accountability and respect, and transparent communication. We involved seven youth with IDD in a Youth Advisory Committee (YAC) and four youth with IDD in a Summer Scholars program, ensuring consistent and structured engagement throughout the study. ResultsYouth with IDD maintained high levels of engagement in both the YAC and Summer Scholars Program with 100% retention across two years. Youth used multiple modalities to provide feedback on aspects of the research project, resulting in study modifications, the co-development of products, and tangible improvements in the accessibility and relevance of the study for youth with IDD. ConclusionResearchers and clinicians seeking to engage the historically underserved population of disabled youth in clinical trial research can leverage our findings to enhance the accessibility and inclusivity of their studies.",1,1,1,{'ar'},{'ar': 1},
10.1109/WSC.2008.4736141,Simulating culture: An experiment using a multi-user virtual environment,"With increased levels of global trade, foreign policy making, foreign travel, and distance collaboration using the Internet, the issue of culture takes center stage. One needs to better understand how cultures form, and what culture means in terms of behavior norms, history, and sociology. We have constructed a simulated multi-user virtual environment using the technology Second Life, to facilitate the learning of Chinese culture. On our virtual island, Second China, we have constructed a set of immersive scenarios, buildings, and interactions with virtual humans. We have also constructed spaces for culturally relevant entertainment, as well as spaces for exploring news and current affairs. Content is created using 2D Web pages and 3D objects with hyperlinks and teleportation that connect media and people. We present the technical and cultural implementation of the island, and we cover issues, challenges, and lessons learned.",2,2,2,"{'ar', 'multi-user'}","{'ar': 1, 'multi-user': 1}",
/doi/10.1145/3613905.3651071,Immersive In-Situ Prototyping: Influence ofReal-World Context on Evaluating Future Pedestrian Interfaces inVirtualReality,"Pedestrian interfaces support people’s interaction with autonomous agents in traffic scenarios. Early studies relied on computer-generated (CG) environments to evaluate pedestrian interfaces in virtual reality (VR). More recently, real-world 360-degree videos have been used as an alternative to CG environments as they support immersive and realistic experiences. This paper reports on the combined use of 360-degree videos and dynamic CG interfaces as a new approach for evaluating pedestrian interfaces, referred to as immersive in-situ prototyping. We analyse participant feedback from two case studies that used this approach for evaluating pedestrian interfaces from a drone and from an autonomous vehicle. Results show that participants considered the immersive in-situ prototypes realistic, natural, and familiar and found them to facilitate connections to real-life experiences. We describe the process for developing immersive in-situ prototypes and offer technical considerations for future studies.",3,1,3,"{'ar', 'vr', 'virtual reality'}","{'vr': 1, 'virtual reality': 1, 'ar': 1}",
10.1016/j.teln.2023.02.001,Collaborative strategies to improve clinical judgement and address bedside care challenges,"The Next Generation NCLEX (NGN) has led to increased classroom utilization of NGN-style case studies to improve clinical judgment skills; however, these case study topics are often standardized cases developed by NCLEX preparation products or are developed at the discretion of didactic nursing faculty and may not be entirely reflective of the diverse patient populations, acuity, and evolving challenges occurring directly at the bedside. This potential gap between case study content and practice realism led to the development of a collaborative education innovation between nursing school faculty and a certified wound and ostomy nurse in a prelicensure nursing course. The clinical judgment activity addressed skin and wound care skillsets in students through the creation of three NGN case studies that reflected current bedside issues experienced by new graduate nurses at the affiliated academic medical center. Following the activity, students demonstrated improvement on clinical judgment questions and increased confidence in skin and wound topic areas. Findings indicated that utilizing a brief stepwise process that emphasizes collaboration between faculty and content experts to regularly update NGN case studies can serve a dual benefit of addressing NGN certification success, as well as addressing potential bedside care challenges experienced by new graduate nurses.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1016/j.bspc.2024.106500,ALIEN: Attention-guided cross-resolution collaborative network for 3D gastric cancer segmentation in CT images,"Automatic segmentation of gastric cancer (GC) in CT imaging holds significant clinical diagnostic and research implications. Despite the advancement of deep learning in medical image segmentation, there is a scarcity of segmentation algorithms specifically designed for GC due to its low contrast, blurry boundaries, and substantial inter-individual variations. In this paper, we propose a 3D Attention-guided cross-resoLutIon collaborativE Network (ALIEN) that integrates a multi-attention fusion module, a cross-resolution fusion module, and a scale-aware activation module to address the above challenges. The three modules collaboratively exploit, integrate, and refine features, enhancing the semantic awareness ability of the model to achieve more accurate GC segmentation results. We conduct a comprehensive ablation study to demonstrate the complementarity among these modules. Experimental results reveal that the proposed method achieved superior results to current mainstream 3D segmentation networks, effectively mitigating the issues of over-segmentation and semantic edge blurring in GC. The code is publicly available at https://github.com/ZHChen-294/ALIEN.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1016/j.nbsj.2024.100135,Showing and doing: Art & Science collaborations for Environmental sustainability,"Art is becoming a new component in engineering and design collaborations to create nature- based solutions for site issues such as pollution control, stormwater runoff and habitat loss. In the last two decades there is a move to combine art with ecology to create a powerful tool for making change in ecological systems, particularly in urban nature. These works are inspired by nature and collaborate effectively with the natural process occurring on the site. Other outcomes of the projects are to increase ecological services on the site, and to involve and educate the human members of communities who live or work near the sites. The human users of the site can see and interact with the site issues while these very issues are being actively solved. Other species can reap the ecological benefits of expanded habitat and rainwater conservation. These projects have the added benefit of giving a visual explanation for the processes at work on the site. Artful Nature Based Solutions bring a new depth of understanding to the site issues because they regard the site through a combined focus of art and science. The essential aspect is the collaboration between artists and scientists. Having both the artist's and scientist's perspectives adds enrichment of ideas and vantage points to the solution. Science and engineering gains from the addition of a visual component as well as an expansion of the concept that art can bring to the issue. Though the projects do not always have quantitative data to back up their ecological effectiveness, the breadth of their communication and sense of making change in a troubled world are of great importance. The paper presents several exemplary cases of the collaboration realized through my work, which addressed stormwater runoff infiltration and water pollution, with implications for NBS.",1,1,1,{'ar'},{'ar': 1},
10.1016/j.procir.2022.10.022,Dynamic Pricing Model for Batch-Specific Tolerance Allocation in Collaborative Production Networks,"In high-tech production, non-conforming products can result from an unfavorable combination of components, even if the individual components are within specification. Quality control strategies aiming to prevent said combinations such as selective assembly, adaptive manufacturing, or tolerance allocation haven't been applied across company borders yet due to the lack of incentives to share data and adapt parameters. The article presents a pricing model to incentivize batch-specific tolerancing of supplier parts. We use Taguchi's loss function to quantify the expected quality costs based on the resulting distribution of the product's predicted functional deviation after assembling varying batches of matching components.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1109/VR.2007.352488,The IllusionHole for Medical Applications,"In this study, we discuss a display table suitable for collaborative work environments for medical use. Using an interactive stereoscopic display system allows simultaneous observation of accurate stereoscopic images generated from volume data. We further investigate all requirements for design guidelines of the display system, including hardware configuration, rendering software to generate the stereoscopic images, and the interface system to operate the displayed images",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1109/SIST50301.2021.9465947,Transforming Conferences to an Online Format: Framework and Practices,"End of March 2020 Statista reported on the impact of COVID-19 pandemic on formats of conferences, where only 35% of selected conferences moved to an online format, whereas 32% were either cancelled or postponed [1]. As conferences of any type aim at networking and knowledge exchange, cancellation or postponement of such events harm a collaboration among possible conference participants. An online format of conferences is not a new sensation but due to COVID-19 pandemic restrictions this becomes an emerging trend and must-have element in academia. Thus, in this paper best practices and success factors on online conferences development will be considered, based on which an agile framework of conference transformation will be proposed. The framework was further tested on two conferences organized by a German Higher Education Institution and a Chapter of the IEEE Society, and validated through surveys. Currently this framework is continuously used by the authors. Based on a positive feedback from last conferences, the framework could be further adopted by conference organisers, who may lack experience and resources in online events organisation.",1,1,1,{'ar'},{'ar': 1},
10.1016/j.engappai.2024.109563,Self-supervised contrastive learning for implicit collaborative filtering,"Recommendation systems are a critical application of artificial intelligence (AI), driving personalized user experiences across various platforms. Recent advancements in contrastive learning-based recommendation algorithms have led to significant progress in self-supervised recommendation. A key method in this field is Bayesian Personalized Ranking (BPR), which has become a dominant approach for implicit collaborative filtering. However, the challenge of false-positive and false-negative examples in implicit feedback continues to hinder accurate preference learning. In this study, we introduce an efficient self-supervised contrastive learning framework that enhances the supervisory signal by incorporating positive feature augmentation and negative label augmentation. Our theoretical analysis reveals that this approach is equivalent to maximizing the likelihood estimation with latent variables representing user interest centers. Additionally, we present a novel negative label augmentation technique that selects unlabeled examples based on their relative ranking positions, enabling efficient augmentation with constant time complexity. Validation on the MovieLens-100k, MovieLens-1M, Yahoo!-R3, Yelp2018, and Gowalla datasets demonstrates that our method achieves over a 5% improvement in precision compared to the widely used BPR optimization objective, while maintaining comparable runtime efficiency.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1016/j.future.2024.107564,Confidential outsourced support vector machine learning based on well-separated structure,"Support Vector Machine (SVM) has revolutionized various domains and achieved remarkable successes. This progress relies on subtle algorithms and more on large training samples. However, the massive data collection introduces security concerns. To facilitate secure integration of data efficiently for building an accurate SVM classifier, we present a non-interactive protocol for privacy-preserving SVM, named NPSVMT. Specifically, we define a new well-separated structure for computing gradients that can decouple the fusion matter between user data and model parameters, allowing data providers to outsource the collaborative learning task to the cloud. As a result, NPSVMT is capable of removing the multiple communications and eliminating the straggler’s effect (waiting for the last), thereby going beyond those developed with interactive methods, e.g., federated learning. To further decrease the data traffic, we introduce a high-efficient coding method to compress and parse training data. In addition, unlike outsourced schemes based on homomorphic encryption or secret sharing, NPSVMT exploits functional encryption to maintain the data confidentiality, achieving dropout-tolerant secure aggregation. The implementations verify that NPSVMT is faster by orders of magnitude than the existing privacy-preserving SVM schemes on benchmark datasets.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
/doi/10.1145/3562939.3565675,Dynamic X-Ray Vision inMixedReality,"X-ray vision, a technique that allows users to see through walls and other obstacles, is a popular technique for Augmented Reality (AR) and Mixed Reality (MR). In this paper, we demonstrate a dynamic X-ray vision window that is rendered in real-time based on the user’s current position and changes with movement in the physical environment. Moreover, the location and transparency of the window are also dynamically rendered based on the user’s eye gaze. We build this X-ray vision window for a current state-of-the-art MR Head-Mounted Device (HMD) – HoloLens 2 [5] by integrating several different features: scene understanding, eye tracking, and clipping primitive.",3,1,3,"{'augmented reality', 'ar', 'mixed reality'}","{'augmented reality': 1, 'ar': 1, 'mixed reality': 1}",
10.1109/SIIE48397.2019.8970136,An augmented reality platform targeted to promote learning about planetary systems,"We present a mobile augmented reality platform targeted to promote learning about planetary systems. The architecture of this platform includes a mobile application and a back-office that allows teachers to choose the planetary system they intend to present to their students. Furthermore, they can introduce information about celestial bodies, such as stars or planets and develop a set of multiple-choice questions to assess student's learning about the subject matters they teach. Also, after playing the game, the data collected by the application is sent to the information system that processes it and makes it available to teachers. With these functionalities, this paper intends to propose this platform as a resource to be implemented in any level of school syllabus.",2,1,2,"{'augmented reality', 'ar'}","{'augmented reality': 1, 'ar': 1}",
10.1016/j.linged.2024.101359,Grammatical and rhetorical reasoning in upper secondary students’ collaborative talk about a literary text,"This paper explores different talk types and characteristics of grammatical and rhetorical reflections in L1 students’ collaborative talk about a literary text (n = 12, aged 15–17). The data is drawn from an intervention of contextualized grammar teaching in Swedish upper secondary school. To illuminate different talk types and the characteristics of the grammatical and rhetorical reflections, a deductive and inductive analysis in NVivo was carried out. The findings partly confirm previous results concerning rules of thumb and grammatical misconceptions. The current study also indicates that there is a relationship between talk types and prompted questions, and the quality of grammatical and rhetorical reasoning. When students are trying to locate a grammatical concept, the talk type is mainly characterized as cumulative and disputational, whereas linking grammar and rhetoric is exploratory. This paper discusses explanations for these relationships along with strategies for teachers when facilitating and supporting the development of students’ metalinguistic understanding.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1109/ISMICT51748.2021.9434897,Texture Blending for Photorealistic Composition on Mobile AR Platform,"This work establishes a client-cloud collaborative computing framework, realizing the augmented reality synthesis of photos on the mobile platform. This framework solves the bottleneck of unrealistic image rendering caused by the insufficient computing power of mobile hardware in augmented reality synthesis. On the client side, a real-time preview function is provided for users to perceive the final result. On the cloud side, a complete rendering pipeline with high computing is used to achieve highly realistic picture rendering and composition. On the basis of augmenting reality, this framework increases the interaction between humans and virtual models. We propose a method to integrate user interaction input and image semantic information to solve the limitation of inaccurate estimation of depth information in distant area. Finally, this work takes the augmented reality display of virtual cherry tree as an example to build a sample program. The result shows that the framework is of high practicability and can automatically compose highly realistic photos.",3,2,3,"{'augmented reality', 'ar', 'collaborative'}","{'augmented reality': 1, 'ar': 1, 'collaborative': 1}",
10.1016/j.eswa.2024.124748,Contrastive multi-interest graph attention network for knowledge-aware recommendation,"Acquiring high-quality representations for both users and items is essential, facilitating a wide range of recommendation scenarios. Utilizing graph neural networks for knowledge-aware recommendation is a recent trend. However, there are two deficiencies in existing GNN-based knowledge-aware models: (1) They are coarse-grained in user representation, failing to capture the multi-interest distribution of users. (2) The supervised signals come only from historical interactions, failing to provide high-quality representations due to sparse data. In this paper, we propose a novel model, CMGAN with Contrastive Multi-interest Graph Attention Network, tailored for personalized knowledge-aware recommendations. Specifically, CMGAN employs a collaborative knowledge graph encoder, enhancing node representations through relational-aware embedding aggregation. Then a dynamic multi-interest generator crafts fine-grained multi-interest representations, adeptly extracting varied interests for each user based on their historical interactions. Furthermore, CMGAN innovates by integrating multi-level contrastive learning to refine representations at both node and multi-interest granularity. It consists of collaborative knowledge graph contrastive learning and multi-interest contrastive learning. The former pursues the acquisition of node representations that are more uniformly distributed, while the latter aims to obtain interest representations that are more distinct. A series of experiments on three benchmark datasets indicate that our model surpasses current state-of-the-art models. The code can be obtainable at https://github.com/liujianfang2021/CMGAN.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1016/j.cie.2023.109327,A heterogeneous multi-relations-based method for knowledge-intensive service recommendation,"Recommendation systems (RSs) have been widely used in consumer product trading platforms due to their excellent capability to assist users in finding relevant items, which have also attracted tremendous attention in knowledge-intensive service (KIS) transaction platforms. While numerous RSs have been applied in KIS platforms for task recommendation and worker recommendation, an RS specialized for KIS recommendation to meet employers’ potential needs is still missing. To this end, the heterogeneous multi-relations, including knowledge-service relations, activity-service relations, and worker-service relations, are investigated firstly to bridge the knowledge gap, and a novel methodology for KIS recommendation is proposed based on the heterogeneous multi-relations construction and fusion. This method develops a heterogeneous information network (HIN) to structure high-level interactions among employers, services, activities, and workers, and designs KIS-oriented meta-paths to obtain valuable heterogeneous multi-relations. Furthermore, these valuable relations are aggregated and fused hierarchically through metapath2vec and attention mechanism to learn representations of employers and services and further to predict the targeted employer's potential KIS needs. Finally, the transaction data from ZBJ.com - the largest KIS trading platform in China, is used to validate the effectiveness and high accuracy of the proposed method in KIS recommendation. It is also found that as the service-service knowledge similarity increase, the proposed model has an inverted U-shape performance, in which the composite relation of activity-service and service-service knowledge similarity is the main factor for KIS node representation learning.",1,1,1,{'ar'},{'ar': 1},
10.1109/ISMAR-Adjunct54149.2021.00034,Multi-Drone Collaborative Trajectory Optimization for Large-Scale Aerial 3D Scanning,"Reconstruction and mapping of outdoor urban environment are critical to a large variety of applications, ranging from large-scale city-level 3D content creation for augmented and virtual reality to the digital twin construction of smart cities and automatic driving. The construction of large-scale city-level 3D model will become another important medium after images and videos. We propose an autonomous approach to reconstruct the voxel model of the scene in real-time, and estimate the best set of viewing angles according to the precision requirement. These task views are assigned to the drones based on Optimal Mass Transport (OMT) optimization. In this process, the multi-level pipelining in the chip design method is applied to accelerate the parallelism between exploration and data acquisition. Our method includes: (1) real-time perception and reconstruction of scene voxel model and obstacle avoidance; (2) determining the best observation and viewing angles of scene geometry through global and local optimization; (3) assigning the task views to the drones and planning path based on the OMT optimization, and iterating continuously according to new exploration results; (4) expediting exploration and data acquisition in parallel through multi-stage pipeline to improve efficiency. Our method can schedule routes for drones according to the scene and its optimal acquisition perspective in real-time, which avoids the model void and lack of accuracy caused by traditional aerial 3D scanning using routes of cultivating land regardless of the object, and lays a solid foundation for the 3D real-life model to directly become the available 3D data source for AR and VR. We evaluate the effectiveness of our method by collecting several groups of large-scale city-level data. Facts have proved that the accuracy and efficiency of reconstruction have been greatly improved.",4,2,4,"{'ar', 'vr', 'collaborative', 'virtual reality'}","{'vr': 1, 'virtual reality': 1, 'ar': 1, 'collaborative': 1}",
10.1109/MMCS.1999.778142,Towards distributed synthetic environments for training in industry,"Synthetic environments provide new possibilities for learning and training. Added benefits can be achieved by the use of networks. This requires the distribution of applications and their interoperability. In the case of distributed simulation, a new standard called High-Level-Architecture (HLA) exists. HLA was defined by the DMSO/DOD of the United States of America. Together with its partners in a European-funded project, Fraunhofer IFF is developing a prototype of a VR-based distributed training system for maintenance technicians. This paper shows different specific aspects of the development, e.g., the technical and methodological basis, the layer architecture of the information management of the application, and the use of HLA for the multi-site and multi-user aspects.",3,2,3,"{'ar', 'vr', 'multi-user'}","{'vr': 1, 'ar': 1, 'multi-user': 1}",
10.1016/j.sapharm.2021.11.007,"A prospective, multisite implementation-efficacy trial of a collaborative prescriber-pharmacist model of care for Medication Assisted Treatment for Opioid Dependence: Protocol for the EPIC-MATOD study","BackgroundMedication Assisted Treatment for Opioid Dependence (MATOD) is clinically effective and cost effective, yet a lack of MATOD prescribers in the community limits access to this treatment in Australia. These shortages are often greatest in regional and rural areas. Objective(s)The Enhancing Pharmacist Involvement in Care (EPIC)-MATOD study will evaluate clinical and implementation outcomes among people with opioid dependence receiving MATOD through a collaborative pharmacist-prescriber model of care across multiple sites in a regional location (encompassing a mix of metropolitan and non-metropolitan areas) of Victoria, Australia. Methods and analysisThe EPIC-MATOD study is a prospective, multisite, implementation trial of collaborative MATOD care. Pharmacists and prescribers will be recruited through the local network of opioid pharmacotherapy providers. Patients will be recruited through participating healthcare providers. After induction into the collaborative care model, patients and healthcare professionals will be followed up over 6- (patients) and 12-months (pharmacists and prescribers) in a hybrid implementation-efficacy study, with outcomes mapped to the RE-AIM framework. The primary clinical efficacy endpoint is patient retention in treatment at 26 weeks. The primary implementation outcome is treatment capacity, based on prescriber time required to provide treatment through collaborative care compared with traditional care. Secondary clinical endpoints include attendance for dosing and clinical reviews, substance use, mental and physical health and overall well-being. Implementation costs, acceptability, and provider engagement in collaborative care will be used as secondary implementation outcome indicators. Time and costs associated with collaborative care, and health service utilisation, will also be estimated. Project impactThe study will provide important information on outcomes and acceptability of collaborative care for MATOD, as well as the cost and key considerations in delivering a collaborative model of care in Australia and other countries where similar treatment barriers exist.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1016/j.rse.2023.113595,A twenty-year dataset of soil moisture and vegetation optical depth from AMSR-E/2 measurements using the multi-channel collaborative algorithm,"Soil moisture (SM) and vegetation optical depth (VOD) are essential variables in the terrestrial ecosystem. The multi-frequency radiometers AMSR-E and AMSR2 provide >20 years of data records, enabling the development of long-term SM and VOD products. Most of the current retrieval algorithms either only focus on SM or VOD, and generally ignore the polarization or simplify the frequency dependence of vegetation effects for reducing the unknowns and facilitating the retrieval process, limiting the synergic applicability of VOD and SM products in the soil-plant-atmosphere continuum. In this study, a new global SM and frequency- and polarization-dependent VOD product from 2002 to 2021 was developed using the multi-channel collaborative algorithm (MCCA), based on the inter-calibrated AMSR-E/2 multi-frequency passive microwave measurements. The MCCA algorithm comprehensively considers the physical relationship between multiple microwave channels and could retrieve frequency- and polarization-dependent VOD while considering the accuracy of the SM retrievals. In the overall comparison with other SM products (AMSR-ANN, CCI-passive v07.1, LPRM-C/X, JAXA) over 25 dense SM networks, MCCA achieved the best scores in terms of root mean square error (RMSE = 0.074 m3/m3), unbiased root mean square error (ubRMSE = 0.073 m3/m3) and bias (0.007 m3/m3), and presented slightly lower value of Pearson's correlation coefficient (R = 0.709) than LPRM-X (R = 0.735). For the indirect evaluation of VOD with aboveground biomass (AGB) and MODIS NDVI, the MCCA product showed the performance comparable to other products (LPRM-C/X, VODCA-C/X/Ku). MCCA-derived VODs, especially for the H-polarized VODs, exhibited smooth non-linear density distribution with AGB and high temporal correlations with MODIS NDVI over most regions of the globe. In particular, MCCA-derived VODs can physically present reasonable variations across the microwave spectrum (values of VOD increase with microwave frequency), which is superior to the LPRM and VODCA products. It is expected that the MCCA algorithm can be extended to the observations of the ongoing AMSR2 or other similar satellite missions with multi-frequency capability, such as FY-3B/C/D/F/G or the upcoming AMSR3 and CMIR missions.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1016/j.chb.2022.107244,The role of family intimacy in playing <ce:bold>collaborative e-sports</ce:bold> with a Switch device to predict the experience of flow and anxiety during COVID-19 lockdown,"During the COVID-19 pandemic, most people have more time to stay at home and play games together. In particular, so as to maintain social distancing, most people play with their family members. To understand how people's family intimacy affects their game experience and perceived value of playing, the present study applied a boating game, River Survival, played collaboratively via Swtich. People with experience of playing the game with family members were targeted in this study. They were notified via Facebook and Line special interest groups and responded to the questionnaire through a website. Data of 301 respondents were validated, and were subjected to structural equation modeling. The results of this study indicated that family intimacy positively predicted flow experience, but there was no significant relation to gameplay anxiety. Flow experience positively predicted perceived value, but gameplay anxiety did not significantly predict perceived value. The implication of this study is that without intimacy among team members, players cannot experience flow state or perceived game values.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1109/ICNSC.2008.4525260,A New Consistency Maintenance Algorithm based on Prediction and Compensation Scheme in CVE Systems,"In order to design a scalable collaborative virtual environment, it must consider that how to solve the conflict between maintaining the state consistency and supporting large-scale users sharing the collaborative virtual environment. Dead reckoning (DR) method or local-lag and timewarp mechanism, in our opinion, has the deficiency either short-term inconsistencies or high bandwidth utilization, so this paper proposes a new consistency maintenance algorithm based on prediction and compensation scheme in CVE systems. Time-bounding box is defined to predict user interaction. When an interaction may occur among the users, network delay compensation with entity locking mechanism is introduced for consistency maintenance. Entity collision error testing and network traffic testing results indicate that the new consistency maintenance algorithm based on prediction and compensation scheme can maintain the state consistency and save the network bandwidth at the same time.",2,2,2,"{'ar', 'collaborative'}","{'ar': 1, 'collaborative': 1}",
10.1016/j.bbrc.2023.149210,FUNDC1 collaborates with PINK1 in regulating mitochondrial Fission and compensating for PINK1 deficiency,"Parkinson's disease is presently thought to have its molecular roots in the alteration of PINK1-mediated mitophagy and mitochondrial dynamics. Finding new suppressors of the pathway is essential for developing cutting-edge treatment approaches. Our study shows that FUNDC1 suppressed PINK1 mutant phenotypes in Drosophila. The restoration of PINK1-deficient phenotypes through FUNDC1 is not reliant on its LC3-binding motif Y (18)L (21) or autophagy-related pathway. Moreover, the absence of Drp1 affects the phenotypic restoration of PINK1 mediated by FUNDC1 in flies. In summary, our findings have unveiled a fresh mechanism through which FUNDC1 compensates for the loss of PINK1, operating independently of autophagy but exerting its influence via interaction with Drp1.",1,1,1,{'ar'},{'ar': 1},
10.1109/EDUNINE48860.2020.9149530,IoTalho: IoT Advancing Learning from High-tech Objects,"This paper aims to present a platform to support the learning of high school students (without previous programming knowledge) for the development of technological solutions supported by the Internet of Things concept. This platform is designed from the integration of the following modules: A user-friendly visual programming environment for a specific microcontroller architecture; Web resource sharing tools assisting students in the tasks of communication and socialization of their projects (e.g., Wikis, Forums, Social Networks); A middleware, responsible for the communication between users (interfacing remotely with a teacher from a Web page) and sensors/actuators, present in an architecture remotely monitored by a teacher. With this proposal, it is expected that learners involved can be motivated and attracted by subjects related to the fields of Computer Science and (Electrical, Electronics, Mechatronics) Engineering. A scenario-based evaluation was performed to validate this platform.",1,1,1,{'ar'},{'ar': 1},
