Doi,DB,Title,Abstract,keywords,Venue,Date,Terms category 1,Terms category  2,Terms 1,Terms 2
10.1016/j.comnet.2022.109064,ScienceDirect,Adaptive bitrate streaming in multi-user downlink NOMA edge caching systems with imperfect SIC,"Recently, mobile networks have witnessed an increasing dominance of video traffic streams to simultaneously distribute real-time contents to massive number of user devices. In this context, fifth-generation (5G) technologies and beyond expose their advanced new radio access interfaces to facilitate multi-user associations with successive interference cancellation (SIC)-based non-orthogonal multiple access (NOMA) mechanisms. However, the imperfectness of the SIC in reality may result in significant performance decrease in NOMA owing to inter-channel interference existence. Motivated by this observation, this paper studies adaptive bitrate streaming services given such a challenging transmission environment assumed. In this context, our objectives are to maximize the video bitrate (accordingly the video resolution) of the online streams while retaining the playback smoothness. The problem is transformed into a drift-plus-penalty balancing optimization, which is then resolved by an approximation algorithm. Numerical results highlight the outperformance of the proposed approach compared to existing algorithms in terms of video quality and smoothness in various system scenarios.",Adaptive bitrate streaming | Edge caching system | Imperfect SIC | Multi-user downlink NOMA,Computer Networks,2022-07-20,900 - No match,2 - Complete terms,[],['multi-user']
10.1016/j.renene.2021.01.134,ScienceDirect,Multi-Criteria Decision Analysis for user satisfaction-induced demand-side load management for an institutional building,"The scope of this study is to present a suitable demand-side management technique to manage the load of a department in an educational institution located in Kanchipuram (12.9868° N, 79.9719° E), Tamil Nadu, India. The comfortable satisfaction level of the department is investigated on the basis of time and device preferences, and the absolute satisfaction of the user is evaluated. Demand-side management technique is incorporated to reduce the peak load. The optimized use of renewable energy with and without demand-side management strategy in grid-connected mode is analyzed. The feasibility study is accomplished by using HOMER simulation software for various configurations of renewable energy resources, such as solar photovoltaic, hydrogen fuel cell and backup facilities. The software simulation results indicated that the grid-connected solar and diesel generator system with demand-side management strategy is the suitable configuration in the view of economic perspective alone. However, when considering economic and environmental aspects, solar photovoltaic and grid configuration with demand-side management strategy proves to be effective. The Fuzzy-Analytical Hierarchy Process and Fuzzy-Technique for Order Preference by Similarity to Ideal Situation approaches are used to evaluate the best suitable configuration based on technical, economic and environmental perspectives. These approaches also inferred that a grid-connected photovoltaic system with demand-side management strategy is most suitable in all aspects of this case study. A sensitivity analysis is performed to examine the cost variation of the designed system concerning uncertain parameters which indicates that the obtained results are consistent.",Demand Side Management (DSM) | Multi-Criteria Decision Analysis (MCDA) | User satisfaction | Renewable Energy | HOMER | Fuzzy Analytical Hierarchy Process (Fuzzy-AHP) | Fuzzy Technique for Order Preference by Similarity to Ideal Situation (Fuzzy-TOPSIS),Renewable Energy,2021-06-30,3 - Modified acrs,900 - No match,['HOMER'],[]
10.1016/j.postharvbio.2020.111414,ScienceDirect,FRUITNIR-GUI: A graphical user interface for correcting external influences in multi-batch near infrared experiments related to fruit quality prediction,"Near infrared (NIR) spectroscopy is widely used for non-destructive prediction of fruit traits. Common traits such as dry matter (DM) and soluble solids contents (SSC) can be predicted with reliable accuracy. However, the main problem with NIR spectroscopy is that a model developed on one batch may not perform very well when tested on other batches. Reasons for that are the physical, chemical and environmental differences between the experiments performed in different batches. To deal with these issues, approaches such as variables selection, dynamic orthogonal projection (DOP) and transfer component analysis (TCA) can be used. However, the techniques are known but it is rarely possible for a new user or non-specialist to implement them in the practical situations. To overcome this limitation, for the first time, a graphical user interface-based toolbox (FRUITNIR-GUI) for basic chemometric data processing (regression and variable selection) is developed and presented. The GUI allows performing model adaption and maintenance in the context of multi-batch NIR spectroscopic experiments related to fruit. Furthermore, a case-study demonstrating its effectiveness in correcting for seasonality when predicting DM in apples is presented. The toolbox provides a push-button approach to build chemometric models of varying complexity for the characterization of fruit quality. Moreover, approaches such as variable selection and batch correction with DOP and TCA can improve the model performances on new batches. FRUITNIR-GUI can be freely downloaded at https://github.com/puneetmishra2/FRUITNIR and run using the password “welovenirs” (without quotation marks).",Chemometrics | User-interface | Non-destructive | Fruit quality,Postharvest Biology and Technology,2021-05-31,900 - No match,900 - No match,[],[]
10.1016/j.ergon.2008.08.008,ScienceDirect,Evaluation of human–agent user interfaces in multi-agent systems,"A multi-agent system (MAS) is a computational system in which two or more intelligent agents work together to perform a set of tasks. MAS's have had a significant impact in a wide range of applications. However, little attention has been paid to the design of human–agent user interfaces. Our research was conducted primarily to further explore interaction between humans and intelligent agents, as well as attempt to solidify foundational concepts for intelligent multi-agent system interface design. Based on the foundation of the commercialized PC game Unreal Tournament 2003, a framework was developed that utilized fundamental interface design principles as well as newly designed guidelines. Three user interfaces were designed for an experiment conducted with 25 participants. Their performances were evaluated via effectiveness, efficiency, satisfaction, and workload metrics. Through the testing of scenario tasks, an in-depth study was conducted on the collaboration between the human user and intelligent agents within a system. Finally, the paper summarized a set of design principles and guidelines developed through the study, which could easily be applicable to the design of future user interfaces for multi-agent systems. Relevance to industryA deeper understanding of the manner by which the appropriate information is provided to the user interacting with multi-agent systems in the correct form at the right time should have a broad impact on the future development of intelligent multi-agent system interfaces.",Human–agent user interface | Multi-agent system | Usability evaluation | Human factors,International Journal of Industrial Ergonomics,2009-01-31,900 - No match,2 - Complete terms,[],['collaboration']
10.1016/j.jpsychires.2016.09.020,ScienceDirect,Prospective prediction of first lifetime suicide attempts in a multi-site study of substance users,"Although considerable empirical work has been devoted to identifying risk factors for suicide attempts, most longitudinal research has studied recurrent attempts rather than first lifetime attempts. The present study sought to examine prospective predictors of first lifetime suicide attempts among adults receiving treatment for substance use. Data were drawn from the National Treatment Improvement Evaluation Study, a study of addiction treatment programs. Data were collected at treatment intake, treatment exit, and one year post-treatment. Patients (n = 3518) with no lifetime history of suicide attempts at treatment intake were followed at treatment exit and one year post-treatment, when they reported on the occurrence of suicide attempts since the prior assessment. Prospective suicidal behavior was assessed using logistic regression in relation to sociodemographic variables, health-related work impairment, history of psychiatric treatment utilization, history of suicidal ideation, history of depressive symptoms, substance use, and childhood abuse, assessed at intake. Health-related work impairment, history of suicidal ideation, and childhood physical abuse significantly predicted first lifetime attempts in a multivariate analysis. Suicidal ideation, health-related functional impairments, and childhood physical abuse may be particularly important in assessing risk for first lifetime suicide attempts. Findings suggest that future clinical work and research would benefit from considering these factors when identifying individuals at heightened risk of making a first suicide attempt.",Longitudinal study | Suicide | Substance use,Journal of Psychiatric Research,2017-01-31,900 - No match,900 - No match,[],[]
10.1016/j.autcon.2023.105143,ScienceDirect,Multi-user immersive environment for excavator teleoperation in construction,"Excavation on jobsites is a collaborative effort, with a spotter serving as an extra set of eyes for the operator to ensure safety. However, current training methods using simulators are limited in immersion and primarily designed for individual operators to practice basic skills. This paper presents a multi-user teleoperation system featured with hybrid-immersive interface and between-user communication. The effectiveness of the system is evaluated through human subject experiments. The study's findings indicate that operators experienced greater immersion, a stronger sense of presence, and improved user interaction when using an immersive interface. This paper has important implications for the future of excavation training, with potential benefits including reduced utility strike damage and the opportunity to investigate human-robot collaboration in jobsites with multiple workers performing various roles within a highly immersive operational environment.",Human-robot interaction | Teleoperation | Excavator | Virtual reality,Automation in Construction,2023-12-31,1 - Complete terms,2 - Complete terms,['virtual reality'],"['collaborative', 'collaboration', 'multi-user']"
10.1016/j.phycom.2021.101430,ScienceDirect,Maximizing the spectral efficiency of finite dimensional multiuser massive MIMO,"In this paper, we derive a closed-form approximation for the achievable uplink ergodic rate of the users in a single-cell multi-user multiple-input multiple-output (MIMO) system, where the angular domain in the physical channel model is divided into a finite number of separate directions and the base station (BS) is equipped with a large number of antenna elements. Then, we develop an approximation for the spectral efficiency of various detectors such as maximum-ratio combining (MRC), zero-forcing (ZF), and linear minimum mean square error (LMMSE). We also propose a resource allocation scheme in which the pilot power, data power, and training duration are optimally chosen in order to maximize the spectral efficiency in a given total power budget. By employing the proposed power allocation scheme, the simulation results illustrate a notable improvement in the achievable spectral efficiency. Moreover, the results show that the performance of the proposed method is much superior when the number of channel directions or the number of antennas at BS increases. Furthermore, while the advantage of the proposed method is more notable in the case of ZF and LMMSE receivers, it still outperforms the equal power allocation method for the MRC receiver in terms of spectral efficiency.",Spectral efficiency | Power allocation | Finite-dimensional channel | Multiuser massive MIMO systems,Physical Communication,2021-10-31,3 - Modified acrs,2 - Complete terms,['MRC'],"['multi-user', 'multiuser']"
10.1016/j.caeo.2022.100073,ScienceDirect,Social learning analytics in computer-supported collaborative learning environments: A systematic review of empirical studies,"Social learning analytics (SLA) is a promising approach for identifying students’ social learning processes in computer-supported collaborative learning (CSCL) environments. To identify the main characteristics of SLA, gaps and future opportunities for this emerging approach, we systematically identified and analyzed 36 SLA-related studies conducted between 2011 and 2020. We focus on SLA implementation and methodological characteristics, educational focus, and the studies’ theoretical perspectives. The results show the predominance of SLA in formal and fully online settings with social network analysis (SNA) a dominant analytical technique. Most SLA studies aimed to understand students’ learning processes and applied the social constructivist perspective as a lens to interpret students’ learning behaviors. However, (i) few studies involve teachers in developing SLA tools, and rarely share SLA visualizations with teachers to support teaching decisions; (ii) some SLA studies are atheoretical; and (iii) the number of SLA studies integrating more than one analytical approach remains limited. Moreover, (iv) few studies leveraged innovative network approaches (e.g., epistemic network analysis, multimodal network analysis), and (v) studies rarely focused on temporal patterns of students’ interactions to assess how students’ social and knowledge networks evolve over time. Based on the findings and the gaps identified, we present methodological, theoretical and practical recommendations for conducting research and creating tools that can advance the field of SLA.",Social learning analytics | Computer-supported collaborative learning | Systematic review,Computers and Education Open,2022-12-31,900 - No match,2 - Complete terms,[],"['collaborative', 'collaborative learning environments']"
10.1016/j.compedu.2012.10.011,ScienceDirect,A multi-user remote academic laboratory system,"This article describes the development, implementation and preliminary operation assessment of Multiuser Network Architecture to integrate a number of Remote Academic Laboratories for educational purposes on automatic control. Through the Internet, real processes or physical experiments conducted at the control engineering laboratories of four universities are remotely operated. Through an internet connection to the Manager Administration Server, a remote experiment to design and test a modeling and control algorithm can be performed.The suggested Network Architecture is based on the Singlet-Server model and uses a database server to record important information that helps create a new remote experiment, including a Graphical User Interface (Applet) developed with Easy Java Simulation, which allows the simple integration of new processes to the Manager Administrator. Results of a real-physical-process remote manipulation through the proposed network architecture are presented as well as results of an academic pilot test conducted to measure functional aspects related to the operation of the remote system when carrying out remote-laboratory work.",Remote labs | E-learning | Learning management systems | Control processes | Software architecture,Computers & Education,2013-03-31,900 - No match,2 - Complete terms,[],"['multi-user', 'multiuser']"
10.1016/j.sbspro.2012.05.216,ScienceDirect,"Collaborative Environments, A Way to Improve Quality in Higher Education","The aim of this research is to observe how Collaborative Web-Based Environments (CWBEs) foster higher education quality improvement by means of enhancing students' teamwork skills, the use of CWBEs and the use of teaching methodologies, particularly PBL. A survey was conducted in three different subjects with similar characteristics in courses held at the ETSEIATBarcelonaTECH among a sample of 98 students. Results shed light on two aspects which improve teamwork performance: 1) the functionality of CWBEs and 2) the ability and motivation of students in these environments.",Collaborative Web-Based Environments (CWBEs) | Higher Education | Problem-Based Learning (PBL) | generic competences | educational quality improvement ;,Procedia - Social and Behavioral Sciences,2012-12-31,900 - No match,2 - Complete terms,[],"['collaborative', 'collaborative environment']"
10.1016/j.ifacol.2015.06.026,ScienceDirect,Combined multiuser acoustic communication and localisation system for µAUVs operating in confined underwater environments,"This paper describes a communication and localization system for micro-autonomous underwater vehicles (µAUVs) undertaking monitoring and mapping tasks in nuclear storage ponds. A distinctive feature of this underwater environment is the severe multipath propagation and long reverberation times. The paper describes how a common code division multiplexed signal format is used to mitigate the acoustic channel impairments and to achieve both communication and localisation. The system consists of an onshore base-station, equipped with a four-element distributed transceiver antenna, and underwater acoustic modems installed in the µAUVs. The system simultaneously provides localisation of a swarm of µAUVs, with addressed transmission of navigation commands from the base- station to µAUVs, and telemetry data transmission to the base-station from the µAUV.",communication systems | positioning systems | autonomous vehicles | ultrasonic | signal delay | simulation,IFAC-PapersOnLine,2015-12-31,900 - No match,2 - Complete terms,[],['multiuser']
10.1016/j.iot.2022.100512,ScienceDirect,Deep learning-based transceiver design for multi-user MIMO systems,"Multi-user multiple-input multiple-output (MIMO) is a key technique to increase both the channel capacity and the number of users that can be served simultaneously. One of the main challenges related to the deployment of such systems is the complexity of the transceiver processing. Although the conventional optimization algorithms are able to provide excellent performance, they generally require considerable computational complexity, which gets in the way of their practical application in real-time systems. In contrast to existing work, we study a DL-based transceiver design scheme for a downlink MIMO broadcasting channel (MIMO BC) system, which consists of a base station (BS) serving multi-users. The objective of this work is to maximize the sum-rate of all users by jointly optimizing the transmitter and receivers under the total power constraint, while suppressing interference as much as possible. Due to the inter-user interference in such system, the considered problem is nonconvex and NP-hard. Different from traditional optimization algorithms, we rely on the convolutional neural networks (CNNs) to optimize the transceivers in an adaptive way. In the proposed scheme, we develop an unsupervised learning strategy, where a loss function is constructed innovatively for reducing the inter-user interference. Simulation results show that the inter-user interference is reduced effectively by our proposed CNN-based transceiver optimization method.",Transceiver design | MIMO BC | Deep learning | Convolutional neural networks,Internet of Things,2022-08-31,900 - No match,2 - Complete terms,[],['multi-user']
10.1016/j.elerap.2024.101459,ScienceDirect,From efficiency to equity: A multi-user paradigm in mobile route optimization,"This study addresses the challenge of optimizing vehicle mobility in urban environments, which is significant for the advancement of smart city initiatives and spatial data analysis. We introduce a novel mobile recommendation system designed for multi-user scenarios, aiming to achieve a balance between effectiveness and fairness. The system prioritizes maximizing the profitability of vehicle service providers while ensuring an equitable distribution of recommended routes among users. Our approach features a redefined objective function that integrates a fairness criterion alongside path quality optimization. We further propose PSA-DLMA (Parallel Simulated Annealing with Deep Learning-Guided Move Adaptation), a stochastic path search method that leverages deep learning to guide move and strategy selection, alongside a dynamic termination mechanism and a parallel processing strategy. We validate our methodology using recent yellow taxi data from New York City and its surroundings, conducting comprehensive experiments to assess the performance of the system. The results demonstrate the superiority of PSA-DLMA over existing state-of-the-art solutions, offering significant contributions to improving urban vehicle mobility within the smart city framework.",Fairness | Parallel computing | Route optimization,Electronic Commerce Research and Applications,2024-12-31,900 - No match,2 - Complete terms,[],['multi-user']
10.1016/j.epsr.2023.109810,ScienceDirect,User-centric predictive demand-side management for nanogrids via machine learning and multi-objective optimization,"Due to the ongoing sustainability drives, nanogrids (NGs) are getting attention. Despite its perceived advantages, NG's high load volatility poses a risk to the stability of the connected power network. This is exacerbated by the user's various energy usage behaviors and the uncertain nature of meteorological events, leading to difficulties in load prediction. If the NG shiftable load can be well predicted, the user may move it from peak to off-peak hours to reduce energy costs, but at the expense of comfort. Existing demand-side management models are predominantly focused on MGs with lesser volatile loads and available shiftable loads, and comfort is not well studied in these models. In addition, most NGs have either limited or no data about their shiftable loads’ operations. To address the above challenges, a comprehensive predictive demand-side management (PDSM) approach with two components is developed in this paper. The first component is to predict the day-ahead shiftable load where the Stacked-Long Short-Term Memory (SLSTM), Artificial Neural Network (ANN), and Shiftable Equipment Matrix (SEM) modules are integrated. The SLSTM module predicts day-ahead load variations (%) using load time series data which is segregated by the percentile-based method. The ANN module with dynamic feature selection predicts day-ahead load (kW) using k-means based on historical meteorological and load data. The SEM module derives the average percentage shiftable equipment load using electric data from neighboring NGs. The second component is user-centric multi-objective optimization through load shifting. A user-centric Mixed Integer Quadratic Programming optimization model is developed to shift the predicted shiftable load to minimize the energy cost and discomfort for the user. Results show that the SLSTM predicts variations with R2 of 97.6%, MAPE of 9.7%, and MSE of 0.0274% and the integrated approach predicts shiftable load with R2 of 95.84%. In addition, daily energy costs can be saved up to 5.17% through user-centric multi-objective optimization.",Nanogrid | Load shifting | Demand-side management | User-centric optimization | Load Forecasting,Electric Power Systems Research,2023-12-31,900 - No match,900 - No match,[],[]
10.1016/j.optcom.2017.01.054,ScienceDirect,User selective mode-forming remote switch in multi-mode fiber distributing networks using MIMO processing,"A mode-forming remote switch in multi-mode fiber distributing networks has been proposed. It can transmit the desired data to the desired port by adjusting transmitter signals. Feasibilities of the proposed scheme are confirmed by switching sub-carrier BPSK signal to the selected port. A graded-index multi-mode fiber link whose output is divided into two ports by a mode-dependent optical coupler, is used as mode-division multiplexing network. Its channel matrix is obtained by using MIMO processing technologies. Amplitudes and phases of the data are adjusted according to the channel matrix. The data is successfully switched to the desired port. Also, wavelength independences are clarified.",Mode-division multiplexing | Multi-input multi-output | Beam-forming | Sub-carrier multiplexing,Optics Communications,2017-06-01,900 - No match,900 - No match,[],[]
10.1016/j.aap.2021.106294,ScienceDirect,Vulnerable road users’ crash hotspot identification on multi-lane arterial roads using estimated exposure and considering context classification,"This research develops safety performance functions and identifies the crash hotspots based on estimated vulnerable road users’ exposure at intersections and along the roadway segments. The study utilized big data including Automated Traffic Signal Performance Measures (ATSPM) data, crowdsourced data (Strava), Closed Circuit Television (CCTV) surveillance camera videos, crash data, traffic information, roadway features, land use attributes, and socio-demographic characteristics. It comprises an extensive comparison between a wide array of statistical and machine learning models that were developed to estimate pedestrian and bike exposure. The results indicated that the XGBoost approach was the best to estimate vulnerable road users’ exposure at intersections as well as bike exposure along the roadway segments. Afterwards, the estimated exposure was utilized as input variables to develop crash prediction models that relate different crash types to potential explanatory variables. Negative Binomial approach was followed to develop crash prediction models to be consistent with the Highway Safety Manual. The results show that the exposure variables (i.e., AADT, bike exposure, and the interaction between them) have significant influences on the two types of crashes (i.e., crashes of vulnerable road users at intersections and bike crashes along the segments). Further, the results indicated that the context classification is significantly related to crashes. Based on the developed models, the PSIs were calculated and the hotspots were identified for the two crash types. It was found that hotspots were more likely to be located near the city of Orlando. Coastal roadways were classified as cold categories regarding bike crashes. Further, C4 roadway segments were found to be significantly related to the increase of vulnerable road users’ crashes at intersections and bike crashes along the segments.",Bicycle exposure | Pedestrian exposure | Machine learning | Safety performance function | Statistical model | Vulnerable road user,Accident Analysis & Prevention,2021-09-30,900 - No match,900 - No match,[],[]
10.1016/j.image.2012.10.007,ScienceDirect,Multi-modal user interaction method based on gaze tracking and gesture recognition,"This paper presents a gaze tracking technology which provides a convenient human–centric interface for multimedia consumption without any wearable device. It enables a user to interact with various multimedia on a large display in distance by tracking user movement and acquiring high resolution eye images. This paper also presents a gesture recognition technology which is helpful to interact with scene descriptions in terms of controlling and rendering scene objects. It is based on Hidden Markov Model and CRF using a commercial depth sensor. And then, this paper shows a collaboration method with those new sensors and MPEG standards in order to achieve interoperability among interactive applications, new user interaction devices and users.",Gaze tracking | Gesture recognition | User interface | MPEG-U | MPEG-V,Signal Processing: Image Communication,2013-02-28,900 - No match,2 - Complete terms,[],['collaboration']
10.1016/j.comcom.2015.12.005,ScienceDirect,TD-LTE virtual cells: An SDN architecture for user-centric multi-eNB elastic resource management,"This paper introduces mechanisms and algorithms for managing efficiently the resources of Time-Division Long Term Evolution (TD-LTE) networks in a flexible manner enabling (i) dynamic frame alternation at each evolved Node B (eNB) and (ii) forming virtual cells, which allow diverse resource utilization to users residing within regions that can utilize resources from multiple eNBs. Our approach leverages the benefits of Software Defined Network (SDN) paradigm for monitoring network resource utilization and allowing applications or services to request resources. The resources requested by the applications or services can be allocated on-demand by adjusting the Time Division Duplex (TDD) frames in different regions of the geographical area being considered. This can be accomplished by creating virtual cells in the overlapping regions that can customize service for the residing users. A simulation study has been carried out to elaborate the benefits of this approach and the performance enhancements in comparison with the conventional TD-LTE configurations are presented. The results indicate significant performance gains of around 30%–35% considering both UL/DL directions respectively.",TD-LTE | SDN | RRM,Computer Communications,2016-06-01,900 - No match,900 - No match,[],[]
10.1016/j.cag.2024.01.006,ScienceDirect,Advanced liver surgery training in collaborative VR environments,"Virtual surgical training systems are crucial for enabling mental preparation, supporting decision-making, and improving surgical skills. Many virtual surgical training environments focus only on training for a specific medical skill and take place in a single virtual room. However, surgical education and training include the planning of procedures as well as interventions in the operating room context. Moreover, collaboration among surgeons and other medical professionals is only applicable to a limited extent. This work presents a collaborative VR environment similar to a virtual teaching hospital to support surgical training and interprofessional collaboration in a co-located or remote environment. The environment supports photo-realistic avatars and scenarios ranging from planning to training procedures in the virtual operating room. It includes a lobby, a virtual surgical planning room with four surgical planning stations, laparoscopic liver surgery training with the integration of laparoscopic surgical instruments, and medical training scenarios for interprofessional team training in a virtual operating room. Each component was evaluated by domain experts as well as in a series of user studies, providing insights on usability, usefulness, and potential research directions. The proposed environment may serve as a foundation for future medical training simulators.",Virtual reality | Collaborative VR | Medical training | Liver surgery planning | Laparoscopic surgery training,Computers & Graphics,2024-04-30,1 - Complete terms,2 - Complete terms,"['virtual reality', 'virtual environment', 'VR']","['collaborative', 'collaboration', 'collaborative vr environment', 'collaborative vr environments']"
10.1016/j.cstp.2023.101058,ScienceDirect,An exploration of multiuser perceptions of a Norwegian Complete Streets modification using interim design strategies,"The need for cities worldwide to embrace sustainable transportation alternatives has given rise to innovative planning and design practices such as the use of Complete Streets. This research article presents an approach that utilizes interim design strategies to investigate users’ perceptions of Complete Streets modifications and their impact on travel behavior. The study focused on a major street in Trondheim, Norway, where various low-cost interim street changes were implemented to enhance conditions for pedestrians, cyclists, and transit users. These changes involved measures such as a ban on through-driving, a road diet (lane reduction initiative), bicycle lanes with armadillo separators, the deactivation of traffic lights, and parklet installation. Multiuser perceptions of the modifications were explored with the help of 832 online ex-post survey responses from city center residents and street users. Additionally, manual before-and-after counts of cyclists were conducted on the target street and three parallel streets. The findings revealed that employing interim design strategies enables transport planners to gain practical insights into the effectiveness of different Complete Streets measures. This, in turn, facilitates the optimization of roads for diverse travel modes and user needs.",Bicycle | Complete Streets | Interim design strategies | Armadillos | Parklets | PPGIS,Case Studies on Transport Policy,2023-09-30,900 - No match,2 - Complete terms,[],['multiuser']
10.1016/j.promfg.2020.04.034,ScienceDirect,Concept of a Mixed-Reality Learning Environment for Collaborative Robotics,"In the course of increasing automation and individualization of products, so-called collaborative robots (Cobots) play an increasingly important role. The systematic automation of manual assembly by adding automation components enables efficiency and cost advantages to be realized without the loss of flexibility. Previous industrial robots are not profitable from an economic point of view, due to the high acquisition costs, small batch sizes, and a high number of product variants. In contrast, collaborative robots can be used more flexibly. They offer the possibility of automating work processes and steps to a greater economy. Employees must be prepared for this change within the framework of training and further education, to develop the necessary skills. This article presents a concept for a mixed-reality learning environment that tackles the challenges identified regarding to HRC. Therefore, existing technologies are examined and evaluated for a usage in context of HRC training.",Learning Factory | Robot | Human Aspect,Procedia Manufacturing,2020-12-31,1 - Complete terms,2 - Complete terms,['mixed-reality'],['collaborative']
10.1016/j.compedu.2009.05.025,ScienceDirect,Intelligent assistance for teachers in collaborative e-learning environments,"Collaborative learning environments provide a set of tools for students acting in groups to interact and accomplish an assigned task. In this kind of systems, students are free to express and communicate with each other, which usually lead to collaboration and communication problems that may require the intervention of a teacher. In this article, we introduce an intelligent agent approach to assist teachers through monitoring participations made by students within a collaborative distance learning environment, detecting conflictive situations in which a teacher’s intervention may be necessary. High precision rates achieved on conflict detection scenarios suggest great potential for the application of the proposed rule-based approach for providing personalized assistance to teachers during the development of group works.",E-learning | Distance learning | Collaborative work | Intelligent assistance | Software agents,Computers & Education,2009-12-31,900 - No match,2 - Complete terms,[],"['collaborative', 'collaboration', 'collaborative learning environments']"
10.1016/j.comcom.2014.02.004,ScienceDirect,A collaborative positioning algorithm for mobile target using multisensor data integration in enclosed environments,"The accurate and robust positioning for mobile target is an important technology in enclosed environments. The noisy distance measurement makes the positioning performance of mobile target decline. We propose a collaborative positioning algorithm based on time differences of arrival (TDOA) and angle of arrival (AOA) measurements, combined with three-axis accelerometers (TAA). A coarse position result is estimated using an interacting multiple model (IMM) method. We further improve the positioning performance by utilising the TDOA and AOA values integrated with initial results of the IMM method. To evaluate and verify the proposed method, the Cramer–Rao lower bound (CRLB) is derived by multisensor data measurements. We implement the collaborative positioning algorithm and the CRLB estimation as well as the experiments. The results show that the proposed method can eliminate the cumulative positioning error caused by the TAA approach and reduce large positioning errors caused by the TDOA/AOA approaches. Hence, the proposed method can make up for their shortcomings of noisy measurements and perform highly accurate and robust positioning. Moreover, the proposed method is able to achieve CRLB accuracy in positioning performance analysis.",Mobile target | Collaborative positioning | Multisensor data integration | Accuracy analysis | Enclosed environment,Computer Communications,2014-05-15,900 - No match,2 - Complete terms,[],['collaborative']
10.1016/j.comnet.2022.109181,ScienceDirect,Resource allocation for MEC system with multi-users resource competition based on deep reinforcement learning approach,"Mobile edge computing (MEC) is an effective computing paradigm for mobile devices in the 5G era to reduce computing delay and energy consumption. However, in a multi-user resource competition environment, the revenue-driven behavior of edge servers will cause some users to increase delays or fail tasks. Considering this situation, we take the success rate of computation offloading as the trust value of the edge server, and build a system model from the user’s perspective, taking delay and energy consumption as the multi-objective task of joint optimization. In the optimization goal, we consider three factors: offloading delay, energy consumption, and queuing delay. Simultaneously minimizing energy consumption and delay is a contradiction problem. Therefore, we solve the problem based on the principle of reducing energy consumption as much as possible when the offload success rate (decreasing delay) is prioritized. Further, we build the problem as a Markov decision problem (MDP) with multi-factor reward value, and treat the trust value as a state of the system. Finally, we use an extended deep deterministic policy gradient (DDPG) algorithm (a DDPG algorithm with multi-objective reward) to work around this problem. Experimental results show that our proposed scheme can better reduce the delay and energy consumption in computation offloading of mobile users (MUs) significantly better than the baseline schemes. The advantages of our proposed scheme are more obvious in an environment where computing resources are tight.",Mobile edge computing | Deep reinforcement learning | Computation offloading | Delay | Energy consumption,Computer Networks,2022-10-09,900 - No match,2 - Complete terms,[],['multi-user']
10.1016/0950-5849(95)01076-9,ScienceDirect,Computer-supported meeting environment for collaborative software development,"Software engineers spend much of their time in meetings. It is widely recognized that collaborative intellectual work, such as planning, problem solving, decision making and coordination, is critical to software development. Meetings, however, are often not productive or efficient because of poor facilities and environment. We developed an integrated design model for a computer-supported meeting environment to support collaborative software development (COGENT). The COGENT integrated design model includes computer and communication support design, work space and ergonomic design, and operation and maintenance design. The COGENT design model has been implemented in designing a computer-supported meeting environment.",Collaborative software development | Computer-supported meeting environment | Design model | COGENT,Information and Software Technology,1996-03-31,900 - No match,2 - Complete terms,[],['collaborative']
10.1016/S0926-5805(99)00038-2,ScienceDirect,An industry foundation classes Web-based collaborative construction computer environment: WISPER,"Collaborative working in construction is becoming a reality as many activities are performed globally with actors based in various geographical locations. This paper discusses the development and implementation of a collaborative working environment for construction at the University of Salford which is known as Web-based IFC Shared Project EnviRonment (WISPER). The environment is based on a three tier architecture, where user interfaces, business logic and database are kept separate. A Web and Industry Foundation Classes-based (IFC-based) distributed computer integrated environment has been developed. This environment supports design (CAD), visualisation (VR and Drawing Web Format — DWF), estimating, planning, specifications and supplier information. WISPER enables project information to be exchanged through a STEP Part 21 file and shared through the IFC database. Meanwhile, a set of Web pages allows for remote interaction, as well as access to and the distribution of applications. This provides great flexibility and portability, thereby enabling construction professionals to contribute as well as to perform and manage their own activities.",IFCCollaborative engineering environment Distributed integrated environment,Automation in Construction,2000-11-30,2 - Complete acrs,2 - Complete terms,"['virtual environment', 'VR']","['collaborative', 'collaborative working environment', 'collaborative engineering environment']"
10.1016/j.sigpro.2007.12.010,ScienceDirect,Blind channel identification algorithms based on the Parafac decomposition of cumulant tensors: The single and multiuser cases,"In this paper, we exploit the symmetry properties of 4th-order cumulants to develop new blind channel identification algorithms that utilize the parallel factor (Parafac) decomposition of cumulant tensors by solving a single-step (SS) least squares (LS) problem. We first consider the case of single-input single-output (SISO) finite impulse response (FIR) channels and then we extend the results to multiple-input multiple-output (MIMO) instantaneous mixtures. Our approach is based on 4th-order output cumulants only and it is shown to hold for certain underdetermined mixtures, i.e. systems with more sources than sensors. A simplified approach using a reduced-order tensor is also discussed. Computer simulations are provided to assess the performance of the proposed algorithms in both SISO and MIMO cases, comparing them to other existing solutions. Initialization and convergence issues are also addressed.",Channel identification | Parameter estimation | Tensor decomposition | Underdetermined linear mixtures,Signal Processing,2008-06-30,900 - No match,2 - Complete terms,[],['multiuser']
